Filename	Bits Used
NSCRS_198_3_1.txt	1509372
NSCRS_198_3_2.txt	1510986
NSCRS_198_3_3.txt	1509488
NSCRS_198_6_1.txt	1509345
NSCRS_198_6_2.txt	1510160
NSCRS_198_6_3.txt	1509876
NSCRS_200_4_1.txt	1509962
NSCRS_200_4_2.txt	1511748
NSCRS_200_4_3.txt	1510507
NSCRS_200_5_1.txt	1510648
NSCRS_200_5_2.txt	1509940
NSCRS_200_5_3.txt	1511017
