Filename	Bits Used
NSCRS_198_3_1.txt	2508914
NSCRS_198_3_2.txt	2507975
NSCRS_198_3_3.txt	2508338
NSCRS_198_6_1.txt	2507327
NSCRS_198_6_2.txt	2506989
NSCRS_198_6_3.txt	2508652
NSCRS_200_4_1.txt	2508622
NSCRS_200_4_2.txt	2508067
NSCRS_200_4_3.txt	2507832
NSCRS_200_5_1.txt	2509572
NSCRS_200_5_2.txt	2508296
NSCRS_200_5_3.txt	2509522
