Filename	Bits Used
NSCRS_198_3_1.txt	1607330
NSCRS_198_3_2.txt	1606017
NSCRS_198_3_3.txt	1607085
NSCRS_198_6_1.txt	1606947
NSCRS_198_6_2.txt	1607325
NSCRS_198_6_3.txt	1606906
NSCRS_200_4_1.txt	1608934
NSCRS_200_4_2.txt	1609652
NSCRS_200_4_3.txt	1609580
NSCRS_200_5_1.txt	1609574
NSCRS_200_5_2.txt	1608327
NSCRS_200_5_3.txt	1609569
